"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"CHM00054511","1946-01-11","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  -49","H,,S"
"CHM00054511","1946-01-12","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  -56","H,,S"
"CHM00054511","1946-01-13","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"    2","H,,S"
"CHM00054511","1946-01-14","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"   -1","H,,S"
"CHM00054511","1946-01-15","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  -40","H,,S"
"CHM00054511","1946-01-16","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  -52","H,,S"
"CHM00054511","1946-01-17","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  -58","H,,S"
"CHM00054511","1946-01-18","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  -27","H,,S"
"CHM00054511","1946-01-19","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"   19","H,,S"
"CHM00054511","1946-01-20","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"    9","H,,S"
"CHM00054511","1946-01-21","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  -31","H,,S"
"CHM00054511","1946-01-22","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"   -5","H,,S"
"CHM00054511","1946-01-23","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"   32","H,,S"
"CHM00054511","1946-01-24","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  -36","H,,S"
"CHM00054511","1946-01-25","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  -21","H,,S"
"CHM00054511","1946-01-26","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  -50","H,,S"
"CHM00054511","1946-01-27","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  -38","H,,S"
"CHM00054511","1946-01-28","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  -23","H,,S"
"CHM00054511","1946-01-29","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  -33","H,,S"
"CHM00054511","1946-01-30","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  -21","H,,S"
"CHM00054511","1946-01-31","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"   -5","H,,S"
"CHM00054511","1946-02-01","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  -70","H,,S"
"CHM00054511","1946-02-02","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  -71","H,,S"
"CHM00054511","1946-02-03","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  -55","H,,S"
"CHM00054511","1946-02-04","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  -31","H,,S"
"CHM00054511","1946-02-05","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  -30","H,,S"
"CHM00054511","1946-02-06","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  -13","H,,S"
"CHM00054511","1946-02-07","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  -22","H,,S"
"CHM00054511","1946-02-08","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  -30","H,,S"
"CHM00054511","1946-02-09","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  -41","H,,S"
"CHM00054511","1946-02-10","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"   -1","H,,S"
"CHM00054511","1946-02-11","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"   16","H,,S"
"CHM00054511","1946-02-12","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  -11","H,,S"
"CHM00054511","1946-02-13","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"    9","H,,S"
"CHM00054511","1946-02-14","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"   42","H,,S"
"CHM00054511","1946-02-15","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"    4","H,,S"
"CHM00054511","1946-02-16","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  -27","H,,S"
"CHM00054511","1946-02-17","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"   24","H,,S"
"CHM00054511","1946-02-18","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"   14","H,,S"
"CHM00054511","1946-02-19","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"   53","H,,S"
"CHM00054511","1946-02-20","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"   15","H,,S"
"CHM00054511","1946-02-21","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"   42","H,,S"
"CHM00054511","1946-02-22","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"   -3","H,,S"
"CHM00054511","1946-02-23","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"    6","H,,S"
"CHM00054511","1946-02-24","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"   60","H,,S"
"CHM00054511","1946-02-25","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"   32","H,,S"
"CHM00054511","1946-02-26","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"   22","H,,S"
"CHM00054511","1946-02-27","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"   -4","H,,S"
"CHM00054511","1946-02-28","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  -12","H,,S"
"CHM00054511","1946-03-01","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"   -2","H,,S"
"CHM00054511","1946-03-02","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"   24","H,,S"
"CHM00054511","1946-03-03","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  -16","H,,S"
"CHM00054511","1946-03-04","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"   -4","H,,S"
"CHM00054511","1946-03-05","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"    4","H,,S"
"CHM00054511","1946-03-06","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  -13","H,,S"
"CHM00054511","1946-03-07","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  -46","H,,S"
"CHM00054511","1946-03-08","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  -40","H,,S"
"CHM00054511","1946-03-09","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  -11","H,,S"
"CHM00054511","1946-03-10","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"   -6","H,,S"
"CHM00054511","1946-03-11","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"   13","H,,S"
"CHM00054511","1946-03-12","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"   14","H,,S"
"CHM00054511","1946-03-13","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"   17","H,,S"
"CHM00054511","1946-03-14","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"    1","H,,S"
"CHM00054511","1946-03-15","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"    9","H,,S"
"CHM00054511","1946-03-16","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"   -9","H,,S"
"CHM00054511","1946-03-17","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"   -4","H,,S"
"CHM00054511","1946-03-18","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"    9","H,,S"
"CHM00054511","1946-03-19","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"    1","H,,S"
"CHM00054511","1946-03-20","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"   33","H,,S"
"CHM00054511","1946-03-21","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"   63","H,,S"
"CHM00054511","1946-03-22","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"   75","H,,S"
"CHM00054511","1946-03-23","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"   80","H,,S"
"CHM00054511","1946-03-24","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"   70","H,,S"
"CHM00054511","1946-03-25","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"   90","H,,S"
"CHM00054511","1946-03-26","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"   97","H,,S"
"CHM00054511","1946-03-27","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"   69","H,,S"
"CHM00054511","1946-03-28","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"   91","H,,S"
"CHM00054511","1946-03-29","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"   94","H,,S"
"CHM00054511","1946-03-30","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  114","H,,S"
"CHM00054511","1946-03-31","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  126","H,,S"
"CHM00054511","1946-04-01","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  163","H,,S"
"CHM00054511","1946-04-02","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  143","H,,S"
"CHM00054511","1946-04-03","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  168","H,,S"
"CHM00054511","1946-04-04","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  182","H,,S"
"CHM00054511","1946-04-05","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  122","H,,S"
"CHM00054511","1946-04-06","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"   97","H,,S"
"CHM00054511","1946-04-07","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  120","H,,S"
"CHM00054511","1946-04-08","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  136","H,,S"
"CHM00054511","1946-04-09","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  155","H,,S"
"CHM00054511","1946-04-10","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  205","H,,S"
"CHM00054511","1946-04-11","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  210","H,,S"
"CHM00054511","1946-04-12","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  196","H,,S"
"CHM00054511","1946-04-13","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  141","H,,S"
"CHM00054511","1946-04-14","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  143","H,,S"
"CHM00054511","1946-04-15","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  184","H,,S"
"CHM00054511","1946-04-16","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  153","H,,S"
"CHM00054511","1946-04-17","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"   99","H,,S"
"CHM00054511","1946-04-18","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  121","H,,S"
"CHM00054511","1946-04-19","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  174","H,,S"
"CHM00054511","1946-04-20","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  175","H,,S"
"CHM00054511","1946-04-21","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  206","H,,S"
"CHM00054511","1946-04-22","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  168","H,,S"
"CHM00054511","1946-04-23","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  207","H,,S"
"CHM00054511","1946-04-24","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  127","H,,S"
"CHM00054511","1946-04-25","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  146","H,,S"
"CHM00054511","1946-04-26","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  152","H,,S"
"CHM00054511","1946-04-27","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  169","H,,S"
"CHM00054511","1946-04-28","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  186","H,,S"
"CHM00054511","1946-04-29","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  181","H,,S"
"CHM00054511","1946-04-30","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  157","H,,S"
"CHM00054511","1946-05-01","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  207","H,,S"
"CHM00054511","1946-05-02","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  200","H,,S"
"CHM00054511","1946-05-03","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  192","H,,S"
"CHM00054511","1946-05-04","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  195","H,,S"
"CHM00054511","1946-05-05","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  203","H,,S"
"CHM00054511","1946-05-06","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  173","H,,S"
"CHM00054511","1946-05-07","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  209","H,,S"
"CHM00054511","1946-05-08","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  151","H,,S"
"CHM00054511","1946-05-09","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  179","H,,S"
"CHM00054511","1946-05-10","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  193","H,,S"
"CHM00054511","1946-05-11","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  151","H,,S"
"CHM00054511","1946-05-12","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  170","H,,S"
"CHM00054511","1946-05-13","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  171","H,,S"
"CHM00054511","1946-05-14","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  202","H,,S"
"CHM00054511","1946-05-15","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  233","H,,S"
"CHM00054511","1946-05-16","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  251","H,,S"
"CHM00054511","1946-05-17","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  165","H,,S"
"CHM00054511","1946-05-18","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  199","H,,S"
"CHM00054511","1946-05-19","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  233","H,,S"
"CHM00054511","1946-05-20","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  224","H,,S"
"CHM00054511","1946-05-21","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  206","H,,S"
"CHM00054511","1946-05-22","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  231","H,,S"
"CHM00054511","1946-05-23","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  181","H,,S"
"CHM00054511","1946-05-24","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  179","H,,S"
"CHM00054511","1946-05-25","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  198","H,,S"
"CHM00054511","1946-05-26","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  224","H,,S"
"CHM00054511","1946-05-27","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  247","H,,S"
"CHM00054511","1946-05-28","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  247","H,,S"
"CHM00054511","1946-05-29","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  251","H,,S"
"CHM00054511","1946-05-30","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  235","H,,S"
"CHM00054511","1946-05-31","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  209","H,,S"
"CHM00054511","1946-06-01","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  219","H,,S"
"CHM00054511","1946-06-02","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  237","H,,S"
"CHM00054511","1946-06-03","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  237","H,,S"
"CHM00054511","1946-06-04","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  253","H,,S"
"CHM00054511","1946-06-05","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  282","H,,S"
"CHM00054511","1946-06-06","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  277","H,,S"
"CHM00054511","1946-06-07","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  285","H,,S"
"CHM00054511","1946-06-08","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  262","H,,S"
"CHM00054511","1946-06-09","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  275","H,,S"
"CHM00054511","1946-06-10","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  273","H,,S"
"CHM00054511","1946-06-11","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  311","H,,S"
"CHM00054511","1946-06-12","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  312","H,,S"
"CHM00054511","1946-06-13","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  337","H,,S"
"CHM00054511","1946-06-14","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  302","H,,S"
"CHM00054511","1946-06-15","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  283","H,,S"
"CHM00054511","1946-06-16","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  327","H,,S"
"CHM00054511","1946-06-17","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  329","H,,S"
"CHM00054511","1946-06-18","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  298","H,,S"
"CHM00054511","1946-06-19","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  288","H,,S"
"CHM00054511","1946-06-20","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  299","H,,S"
"CHM00054511","1946-06-21","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  319","H,,S"
"CHM00054511","1946-06-22","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  274","H,,S"
"CHM00054511","1946-06-23","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  268","H,,S"
"CHM00054511","1946-06-24","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  282","H,,S"
"CHM00054511","1946-06-25","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  272","H,,S"
"CHM00054511","1946-06-26","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  213","H,,S"
"CHM00054511","1946-06-27","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  262","H,,S"
"CHM00054511","1946-06-28","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  294","H,,S"
"CHM00054511","1946-06-29","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  299","H,,S"
"CHM00054511","1946-06-30","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  259","H,,S"
"CHM00054511","1946-07-01","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  273","H,,S"
"CHM00054511","1946-07-02","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  292","H,,S"
"CHM00054511","1946-07-03","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  300","H,,S"
"CHM00054511","1946-07-04","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  281","H,,S"
"CHM00054511","1946-07-05","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  306","H,,S"
"CHM00054511","1946-07-06","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  258","H,,S"
"CHM00054511","1946-07-07","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  255","H,,S"
"CHM00054511","1946-07-08","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  263","H,,S"
"CHM00054511","1946-07-09","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  277","H,,S"
"CHM00054511","1946-07-10","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  286","H,,S"
"CHM00054511","1946-07-11","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  292","H,,S"
"CHM00054511","1946-07-12","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  283","H,,S"
"CHM00054511","1946-07-13","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  261","H,,S"
"CHM00054511","1946-07-14","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  273","H,,S"
"CHM00054511","1946-07-15","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  227","H,,S"
"CHM00054511","1946-07-16","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  253","H,,S"
"CHM00054511","1946-07-17","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  267","H,,S"
"CHM00054511","1946-07-18","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  277","H,,S"
"CHM00054511","1946-07-19","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  278","H,,S"
"CHM00054511","1946-07-20","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  261","H,,S"
"CHM00054511","1946-07-21","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  299","H,,S"
"CHM00054511","1946-07-22","39.933","116.283","55.0","BEIJING, CH",,,,,,,,,"  303","H,,S"
